0,     0,    0
0,     0,    0
1,     0,    0
2,     0,    1
3,     0,    7
4,     2,   21
5,     3,   41
6,    11,   73
7,    19,  125
8,    43,  163
9,    73,  209
10,   112,  254
11,   148,  334
12,   192,  406
13,   246,  483
14,   312,  556
15,   383,  656
16,   486,  704
17,   584,  762
18,   666,  809
19,   767,  859
20,   872,  900
21,   978,  959
22,  1087, 1010
23,  1208, 1049
24,  1344, 1054
25,  1472, 1056
26,  1584, 1108
27,  1704, 1131
28,  1827, 1155
29,  1930, 1200
30,  2041, 1217
31,  2162, 1228
32,  2284, 1244
33,  2400, 1271
34,  2525, 1288
35,  2642, 1295
36,  2756, 1330
37,  2881, 1325
38,  2987, 1320
39,  3109, 1305
40,  3220, 1309
41,  3344, 1279
42,  3439, 1302
43,  3554, 1276
44,  3668, 1265
45,  3755, 1294
46,  3854, 1287
47,  3952, 1288
48,  4059, 1276
49,  4161, 1258
50,  4243, 1270
51,  4347, 1255
52,  4437, 1284
53,  4533, 1275
54,  4625, 1282
55,  4720, 1258
56,  4806, 1262
57,  4880, 1280
58,  4968, 1287
59,  5049, 1290
60,  5127, 1289
61,  5218, 1267
62,  5320, 1220
63,  5395, 1220
64,  5463, 1228
65,  5550, 1200
66,  5625, 1178
67,  5706, 1168
68,  5771, 1160
69,  5843, 1160
70,  5903, 1157
71,  5973, 1164
72,  6047, 1137
73,  6114, 1122
74,  6159, 1139
75,  6232, 1131
76,  6298, 1108
77,  6361, 1085
78,  6406, 1090
79,  6469, 1076
80,  6518, 1082
81,  6576, 1068
82,  6631, 1073
83,  6688, 1066
84,  6746, 1061
85,  6797, 1059
86,  6849, 1064
87,  6907, 1056
88,  6958, 1051
89,  7007, 1052
90,  7050, 1051
91,  7102, 1039
92,  7154, 1029
93,  7198, 1033
94,  7251, 1020
95,  7301, 1027
96,  7341, 1035
97,  7390, 1029
98,  7425, 1031
99,  7474, 1020
100,  7520, 1019
101,  7566, 1029
102,  7597, 1040
103,  7644, 1027
104,  7687, 1033
105,  7726, 1044
106,  7778, 1036
107,  7814, 1042
108,  7869, 1040
109,  7923, 1025
110,  7967, 1031
111,  8008, 1024
112,  8054, 1005
113,  8095, 1005
